Case1,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case2,0,0,0.5,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case3,0,0,0.524210526,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case4,0,0,0.548421053,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case5,0,0,0.572631579,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case6,0,0,0.596842105,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case7,0,0,0.621052632,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case8,0,0,0.645263158,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case9,0,0,0.669473684,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case10,0,0,0.693684211,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case11,0,0,0.717894737,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case12,0,0,0.742105263,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case13,0,0,0.766315789,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case14,0,0,0.790526316,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case15,0,0,0.814736842,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case16,0,0,0.838947368,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case17,0,0,0.863157895,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case18,0,0,0.887368421,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case19,0,0,0.911578947,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case20,0,0,0.935789474,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case21,0,0,0.96,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case22,0,0,0.9,0.3,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case23,0,0,0.9,0.334736842,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case24,0,0,0.9,0.369473684,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case25,0,0,0.9,0.404210526,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case26,0,0,0.9,0.438947368,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case27,0,0,0.9,0.473684211,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case28,0,0,0.9,0.508421053,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case29,0,0,0.9,0.543157895,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case30,0,0,0.9,0.577894737,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case31,0,0,0.9,0.612631579,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case32,0,0,0.9,0.647368421,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case33,0,0,0.9,0.682105263,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case34,0,0,0.9,0.716842105,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case35,0,0,0.9,0.751578947,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case36,0,0,0.9,0.786315789,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case37,0,0,0.9,0.821052632,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case38,0,0,0.9,0.855789474,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case39,0,0,0.9,0.890526316,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case40,0,0,0.9,0.925263158,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case41,0,0,0.9,0.96,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case42,0,0,0.9,0.7,0.15,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case43,0,0,0.9,0.7,0.162105263,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case44,0,0,0.9,0.7,0.174210526,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case45,0,0,0.9,0.7,0.186315789,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case46,0,0,0.9,0.7,0.198421053,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case47,0,0,0.9,0.7,0.210526316,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case48,0,0,0.9,0.7,0.222631579,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case49,0,0,0.9,0.7,0.234736842,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case50,0,0,0.9,0.7,0.246842105,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case51,0,0,0.9,0.7,0.258947368,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case52,0,0,0.9,0.7,0.271052632,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case53,0,0,0.9,0.7,0.283157895,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case54,0,0,0.9,0.7,0.295263158,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case55,0,0,0.9,0.7,0.307368421,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case56,0,0,0.9,0.7,0.319473684,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case57,0,0,0.9,0.7,0.331578947,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case58,0,0,0.9,0.7,0.343684211,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case59,0,0,0.9,0.7,0.355789474,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case60,0,0,0.9,0.7,0.367894737,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case61,0,0,0.9,0.7,0.38,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case62,0,0,0.9,0.7,0.3311,200,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case63,0,0,0.9,0.7,0.3311,400,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case64,0,0,0.9,0.7,0.3311,600,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case65,0,0,0.9,0.7,0.3311,800,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case66,0,0,0.9,0.7,0.3311,1000,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case67,0,0,0.9,0.7,0.3311,1200,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case68,0,0,0.9,0.7,0.3311,1400,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case69,0,0,0.9,0.7,0.3311,1600,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case70,0,0,0.9,0.7,0.3311,1800,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case71,0,0,0.9,0.7,0.3311,2000,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case72,0,0,0.9,0.7,0.3311,2200,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case73,0,0,0.9,0.7,0.3311,2400,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case74,0,0,0.9,0.7,0.3311,2600,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case75,0,0,0.9,0.7,0.3311,2800,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case76,0,0,0.9,0.7,0.3311,3000,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case77,0,0,0.9,0.7,0.3311,3200,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case78,0,0,0.9,0.7,0.3311,3400,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case79,0,0,0.9,0.7,0.3311,3600,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case80,0,0,0.9,0.7,0.3311,3800,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case81,0,0,0.9,0.7,0.3311,4000,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case82,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case83,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case84,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case85,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case86,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case87,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case88,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case89,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case90,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case91,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case92,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case93,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case94,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case95,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case96,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case97,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case98,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case99,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case100,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case101,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case102,0,0,0.9,0.7,0.3311,837,0.0133,0.01,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case103,0,0,0.9,0.7,0.3311,837,0.0133,0.012894737,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case104,0,0,0.9,0.7,0.3311,837,0.0133,0.015789474,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case105,0,0,0.9,0.7,0.3311,837,0.0133,0.018684211,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case106,0,0,0.9,0.7,0.3311,837,0.0133,0.021578947,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case107,0,0,0.9,0.7,0.3311,837,0.0133,0.024473684,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case108,0,0,0.9,0.7,0.3311,837,0.0133,0.027368421,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case109,0,0,0.9,0.7,0.3311,837,0.0133,0.030263158,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case110,0,0,0.9,0.7,0.3311,837,0.0133,0.033157895,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case111,0,0,0.9,0.7,0.3311,837,0.0133,0.036052632,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case112,0,0,0.9,0.7,0.3311,837,0.0133,0.038947368,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case113,0,0,0.9,0.7,0.3311,837,0.0133,0.041842105,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case114,0,0,0.9,0.7,0.3311,837,0.0133,0.044736842,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case115,0,0,0.9,0.7,0.3311,837,0.0133,0.047631579,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case116,0,0,0.9,0.7,0.3311,837,0.0133,0.050526316,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case117,0,0,0.9,0.7,0.3311,837,0.0133,0.053421053,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case118,0,0,0.9,0.7,0.3311,837,0.0133,0.056315789,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case119,0,0,0.9,0.7,0.3311,837,0.0133,0.059210526,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case120,0,0,0.9,0.7,0.3311,837,0.0133,0.062105263,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case121,0,0,0.9,0.7,0.3311,837,0.0133,0.065,0.049,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case122,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.01,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case123,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.012894737,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case124,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.015789474,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case125,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.018684211,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case126,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.021578947,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case127,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.024473684,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case128,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.027368421,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case129,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.030263158,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case130,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.033157895,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case131,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.036052632,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case132,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.038947368,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case133,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.041842105,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case134,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.044736842,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case135,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.047631579,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case136,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.050526316,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case137,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.053421053,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case138,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.056315789,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case139,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.059210526,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case140,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.062105263,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case141,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.065,0.92,40,0.0015,0.0002,24,0,0.4,2.86,1
Case142,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.5,40,0.0015,0.0002,24,0,0.4,2.86,1
Case143,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.524736842,40,0.0015,0.0002,24,0,0.4,2.86,1
Case144,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.549473684,40,0.0015,0.0002,24,0,0.4,2.86,1
Case145,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.574210526,40,0.0015,0.0002,24,0,0.4,2.86,1
Case146,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.598947368,40,0.0015,0.0002,24,0,0.4,2.86,1
Case147,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.623684211,40,0.0015,0.0002,24,0,0.4,2.86,1
Case148,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.648421053,40,0.0015,0.0002,24,0,0.4,2.86,1
Case149,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.673157895,40,0.0015,0.0002,24,0,0.4,2.86,1
Case150,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.697894737,40,0.0015,0.0002,24,0,0.4,2.86,1
Case151,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.722631579,40,0.0015,0.0002,24,0,0.4,2.86,1
Case152,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.747368421,40,0.0015,0.0002,24,0,0.4,2.86,1
Case153,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.772105263,40,0.0015,0.0002,24,0,0.4,2.86,1
Case154,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.796842105,40,0.0015,0.0002,24,0,0.4,2.86,1
Case155,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.821578947,40,0.0015,0.0002,24,0,0.4,2.86,1
Case156,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.846315789,40,0.0015,0.0002,24,0,0.4,2.86,1
Case157,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.871052632,40,0.0015,0.0002,24,0,0.4,2.86,1
Case158,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.895789474,40,0.0015,0.0002,24,0,0.4,2.86,1
Case159,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.920526316,40,0.0015,0.0002,24,0,0.4,2.86,1
Case160,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.945263158,40,0.0015,0.0002,24,0,0.4,2.86,1
Case161,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.97,40,0.0015,0.0002,24,0,0.4,2.86,1
Case162,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,10,0.0015,0.0002,24,0,0.4,2.86,1
Case163,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,13.68421053,0.0015,0.0002,24,0,0.4,2.86,1
Case164,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,17.36842105,0.0015,0.0002,24,0,0.4,2.86,1
Case165,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,21.05263158,0.0015,0.0002,24,0,0.4,2.86,1
Case166,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,24.73684211,0.0015,0.0002,24,0,0.4,2.86,1
Case167,0,0,0.9,0.7,0.3311,837,0.0133,0.0432,0.049,0.92,28.42105263,0.0015,0.0002,24,0,0.4,2.86,1
